                                            MOTIONS (CENTER OF GRAVITY, INTERPOLATE, WNX6)
-----------------------------------------------------------------------------------------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ              Surge                Sway                 Heave                Roll                 Pitch                 Yaw
------   ----     -----------------------------------------------------------------------------------------------------------------------------
(SECS)  (RAD/S)        AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE       AMP      PHASE
4.562    1.377     1.561e+000  -89.238  1.091e-014    0.000  1.119e+000    3.020  2.138e-013    0.000  1.795e+001   90.195  2.223e-013    0.000
4.494    1.398     1.536e+000  -89.222  1.070e-014    0.000  1.124e+000    3.121  1.820e-013    0.000  1.822e+001   90.203  3.581e-013    0.000
4.429    1.419     1.513e+000  -89.207  1.055e-014    0.000  1.130e+000    3.226  1.492e-013    0.000  1.849e+001   90.212  4.421e-013    0.000
4.366    1.439     1.489e+000  -89.191  1.050e-014    0.000  1.136e+000    3.335  1.307e-013    0.000  1.877e+001   90.220  4.295e-013    0.000
4.304    1.460     1.467e+000  -89.175  1.054e-014    0.000  1.142e+000    3.450  1.329e-013    0.000  1.904e+001   90.229  2.852e-013    0.000
4.244    1.480     1.445e+000  -89.158  1.061e-014    0.000  1.149e+000    3.570  1.409e-013    0.000  1.931e+001   90.239  3.635e-014    0.000
4.186    1.501     1.424e+000  -89.142  1.061e-014    0.000  1.156e+000    3.697  1.418e-013    0.000  1.959e+001   90.249  5.222e-013    0.000
4.129    1.522     1.403e+000  -89.125  1.045e-014    0.000  1.163e+000    3.829  1.508e-013    0.000  1.986e+001   90.259  1.193e-012    0.000
4.074    1.542     1.383e+000  -89.108  1.014e-014    0.000  1.170e+000    3.968  1.954e-013    0.000  2.013e+001   90.269  1.891e-012    0.000
4.020    1.563     1.363e+000  -89.090  9.763e-015    0.000  1.178e+000    4.114  2.581e-013    0.000  2.041e+001   90.280  2.455e-012    0.000
3.968    1.583     1.344e+000  -89.073  9.364e-015    0.000  1.186e+000    4.268  3.030e-013    0.000  2.068e+001   90.291  2.740e-012    0.000
3.917    1.604     1.325e+000  -89.055  9.002e-015    0.000  1.195e+000    4.430  2.994e-013    0.000  2.096e+001   90.303  2.617e-012    0.000
3.867    1.625     1.307e+000  -89.036  8.712e-015    0.000  1.204e+000    4.601  2.379e-013    0.000  2.123e+001   90.315  2.071e-012    0.000
3.819    1.645     1.289e+000  -89.018  8.494e-015    0.000  1.214e+000    4.782  1.574e-013    0.000  2.151e+001   90.327  1.309e-012    0.000
3.772    1.666     1.271e+000  -88.999  8.337e-015    0.000  1.224e+000    4.973  1.463e-013    0.000  2.178e+001   90.340  5.685e-013    0.000
3.726    1.686     1.254e+000  -88.979  8.232e-015    0.000  1.234e+000    5.174  2.200e-013    0.000  2.206e+001   90.353  2.782e-013    0.000
3.681    1.707     1.238e+000  -88.960  8.189e-015    0.000  1.246e+000    5.388  2.848e-013    0.000  2.233e+001   90.367  3.966e-013    0.000
3.637    1.728     1.221e+000  -88.940  8.224e-015    0.000  1.257e+000    5.615  3.054e-013    0.000  2.261e+001   90.381  2.373e-013    0.000
3.594    1.748     1.205e+000  -88.919  8.329e-015    0.000  1.270e+000    5.856  2.897e-013    0.000  2.289e+001   90.395  2.228e-013    0.000
3.552    1.769     1.190e+000  -88.899  8.459e-015    0.000  1.283e+000    6.112  2.528e-013    0.000  2.316e+001   90.410  5.936e-013    0.000
3.511    1.789     1.175e+000  -88.877  8.539e-015    0.000  1.297e+000    6.385  2.117e-013    0.000  2.344e+001   90.426  8.465e-013    0.000
3.471    1.810     1.160e+000  -88.856  8.489e-015    0.000  1.311e+000    6.675  1.827e-013    0.000  2.372e+001   90.442  8.189e-013    0.000
3.432    1.831     1.145e+000  -88.834  8.301e-015    0.000  1.327e+000    6.986  1.702e-013    0.000  2.399e+001   90.458  5.439e-013    0.000
3.394    1.851     1.131e+000  -88.811  8.041e-015    0.000  1.343e+000    7.317  1.682e-013    0.000  2.427e+001   90.475  3.677e-013    0.000
3.357    1.872     1.117e+000  -88.788  7.778e-015    0.000  1.360e+000    7.672  1.708e-013    0.000  2.455e+001   90.493  6.389e-013    0.000
3.320    1.892     1.103e+000  -88.765  7.562e-015    0.000  1.379e+000    8.052  1.743e-013    0.000  2.483e+001   90.511  9.165e-013    0.000
3.284    1.913     1.089e+000  -88.741  7.420e-015    0.000  1.398e+000    8.460  1.785e-013    0.000  2.511e+001   90.530  9.608e-013    0.000
3.249    1.934     1.076e+000  -88.716  7.339e-015    0.000  1.419e+000    8.898  1.878e-013    0.000  2.539e+001   90.550  7.777e-013    0.000
3.215    1.954     1.063e+000  -88.691  7.293e-015    0.000  1.441e+000    9.370  2.013e-013    0.000  2.567e+001   90.570  4.903e-013    0.000
3.182    1.975     1.050e+000  -88.666  7.266e-015    0.000  1.465e+000    9.881  2.105e-013    0.000  2.595e+001   90.590  2.827e-013    0.000
3.149    1.995     1.038e+000  -88.639  7.249e-015    0.000  1.490e+000   10.433  2.062e-013    0.000  2.623e+001   90.612  3.374e-013    0.000
3.117    2.016     1.026e+000  -88.613  7.237e-015    0.000  1.517e+000   11.032  1.900e-013    0.000  2.651e+001   90.634  4.006e-013    0.000
3.085    2.037     1.013e+000  -88.585  7.229e-015    0.000  1.546e+000   11.683  1.908e-013    0.000  2.679e+001   90.656  3.797e-013    0.000
3.054    2.057     1.002e+000  -88.557  7.216e-015    0.000  1.577e+000   12.390  2.288e-013    0.000  2.707e+001   90.680  3.514e-013    0.000
3.024    2.078     9.900e-001  -88.529  7.186e-015    0.000  1.610e+000   13.158  2.817e-013    0.000  2.735e+001   90.704  3.743e-013    0.000
2.994    2.098     9.785e-001  -88.500  7.125e-015    0.000  1.646e+000   13.994  3.150e-013    0.000  2.763e+001   90.729  4.071e-013    0.000
2.965    2.119     9.673e-001  -88.470  7.023e-015    0.000  1.684e+000   14.904  3.063e-013    0.000  2.791e+001   90.754  3.841e-013    0.000
2.936    2.140     9.562e-001  -88.439  6.890e-015    0.000  1.725e+000   15.903  2.691e-013    0.000  2.820e+001   90.781  3.276e-013    0.000
2.908    2.160     9.453e-001  -88.408  6.739e-015    0.000  1.769e+000   17.008  2.318e-013    0.000  2.848e+001   90.808  3.060e-013    0.000
2.881    2.181     9.346e-001  -88.376  6.585e-015    0.000  1.817e+000   18.239  2.177e-013    0.000  2.876e+001   90.836  3.451e-013    0.000
2.854    2.202     9.241e-001  -88.343  6.445e-015    0.000  1.870e+000   19.623  2.236e-013    0.000  2.905e+001   90.865  3.868e-013    0.000
2.828    2.222     9.137e-001  -88.309  6.336e-015    0.000  1.928e+000   21.179  2.310e-013    0.000  2.933e+001   90.895  3.804e-013    0.000
2.802    2.243     9.035e-001  -88.275  6.252e-015    0.000  1.990e+000   22.910  2.395e-013    0.000  2.962e+001   90.926  3.437e-013    0.000
2.776    2.263     8.934e-001  -88.239  6.183e-015    0.000  2.055e+000   24.810  2.546e-013    0.000  2.990e+001   90.958  3.196e-013    0.000
2.751    2.284     8.835e-001  -88.203  6.112e-015    0.000  2.123e+000   26.871  2.703e-013    0.000  3.019e+001   90.991  3.352e-013    0.000
2.726    2.305     8.737e-001  -88.166  6.011e-015    0.000  2.191e+000   29.077  2.715e-013    0.000  3.047e+001   91.025  3.668e-013    0.000
2.702    2.325     8.640e-001  -88.128  5.865e-015    0.000  2.260e+000   31.459  2.523e-013    0.000  3.076e+001   91.061  3.733e-013    0.000
2.679    2.346     8.545e-001  -88.089  5.712e-015    0.000  2.334e+000   34.169  2.283e-013    0.000  3.105e+001   91.098  3.444e-013    0.000
2.655    2.366     8.452e-001  -88.049  5.598e-015    0.000  2.415e+000   37.405  2.151e-013    0.000  3.134e+001   91.137  2.826e-013    0.000
2.632    2.387     8.359e-001  -88.008  5.571e-015    0.000  2.504e+000   41.391  2.113e-013    0.000  3.163e+001   91.177  1.936e-013    0.000
2.610    2.408     8.268e-001  -87.966  5.687e-015    0.000  2.599e+000   46.360  1.998e-013    0.000  3.192e+001   91.220  9.907e-014    0.000
2.588    2.428     8.178e-001  -87.923  5.942e-015    0.000  2.687e+000   52.219  1.744e-013    0.000  3.221e+001   91.267  1.157e-013    0.000
2.566    2.449     8.089e-001  -87.878  6.231e-015    0.000  2.748e+000   58.351  1.556e-013    0.000  3.250e+001   91.317  2.273e-013    0.000
2.544    2.469     8.001e-001  -87.832  6.458e-015    0.000  2.772e+000   64.057  1.615e-013    0.000  3.279e+001   91.369  3.405e-013    0.000
2.523    2.490     7.914e-001  -87.785  6.538e-015    0.000  2.763e+000   68.684  1.820e-013    0.000  3.308e+001   91.423  4.505e-013    0.000
2.503    2.511     7.828e-001  -87.736  6.401e-015    0.000  2.732e+000   71.721  1.981e-013    0.000  3.337e+001   91.477  5.822e-013    0.000
2.482    2.531     7.743e-001  -87.686  6.076e-015    0.000  2.689e+000   74.090  2.087e-013    0.000  3.366e+001   91.531  7.363e-013    0.000
2.462    2.552     7.659e-001  -87.635  5.718e-015    0.000  2.628e+000   78.082  2.183e-013    0.000  3.395e+001   91.590  8.601e-013    0.000
2.443    2.572     7.575e-001  -87.582  5.521e-015    0.000  2.525e+000   85.537  2.210e-013    0.000  3.424e+001   91.655  8.857e-013    0.000
2.423    2.593     7.493e-001  -87.528  5.572e-015    0.000  2.343e+000   96.376  2.155e-013    0.000  3.453e+001   91.727  7.366e-013    0.000
2.404    2.614     7.412e-001  -87.472  5.702e-015    0.000  2.096e+000  107.913  2.325e-013    0.000  3.481e+001   91.798  4.150e-013    0.000
2.385    2.634     7.331e-001  -87.414  5.705e-015    0.000  1.872e+000  116.393  2.931e-013    0.000  3.510e+001   91.865  4.480e-013    0.000
2.367    2.655     7.251e-001  -87.356  5.612e-015    0.000  1.711e+000  121.352  3.643e-013    0.000  3.538e+001   91.928  9.078e-013    0.000
2.349    2.675     7.172e-001  -87.296  5.513e-015    0.000  1.600e+000  123.659  4.129e-013    0.000  3.567e+001   91.990  1.321e-012    0.000
2.331    2.696     7.093e-001  -87.235  5.481e-015    0.000  1.516e+000  123.568  4.130e-013    0.000  3.595e+001   92.052  1.544e-012    0.000
2.313    2.717     7.015e-001  -87.173  5.571e-015    0.000  1.417e+000  120.367  3.436e-013    0.000  3.624e+001   92.113  1.479e-012    0.000
2.295    2.737     6.938e-001  -87.108  5.681e-015    0.000  1.205e+000  115.449  2.192e-013    0.000  3.653e+001   92.174  1.139e-012    0.000
2.278    2.758     6.861e-001  -87.041  5.646e-015    0.000  9.233e-001  119.733  8.167e-014    0.000  3.681e+001   92.243  6.993e-013    0.000
2.261    2.778     6.785e-001  -86.974  5.585e-015    0.000  8.523e-001  132.396  4.670e-014    0.000  3.710e+001   92.318  4.165e-013    0.000
2.245    2.799     6.709e-001  -86.906  5.412e-015    0.000  8.794e-001  138.848  1.228e-013    0.000  3.739e+001   92.393  3.741e-013    0.000
2.228    2.820     6.634e-001  -86.836  4.966e-015    0.000  8.834e-001  141.464  1.700e-013    0.000  3.767e+001   92.468  4.829e-013    0.000
2.212    2.840     6.560e-001  -86.764  4.347e-015    0.000  8.515e-001  143.345  2.236e-013    0.000  3.796e+001   92.544  5.768e-013    0.000
2.196    2.861     6.486e-001  -86.691  3.751e-015    0.000  7.683e-001  145.852  2.948e-013    0.000  3.825e+001   92.621  6.182e-013    0.000
2.181    2.881     6.412e-001  -86.615  3.388e-015    0.000  5.500e-001  151.069  3.527e-013    0.000  3.853e+001   92.696  6.148e-013    0.000
2.165    2.902     6.339e-001  -86.534  3.409e-015    0.000  3.541e-001    9.518  3.748e-013    0.000  3.881e+001   92.753  5.779e-013    0.000
2.150    2.923     6.265e-001  -86.460  2.928e-015    0.000  1.738e+000   84.497  5.026e-013    0.000  3.914e+001   92.835  3.746e-013    0.000
2.135    2.943     6.193e-001  -86.382  3.326e-015    0.000  1.413e+000  106.980  3.849e-013    0.000  3.942e+001   92.941  4.194e-013    0.000
2.120    2.964     6.121e-001  -86.300  3.752e-015    0.000  1.184e+000  110.624  2.754e-013    0.000  3.970e+001   93.031  4.740e-013    0.000
2.105    2.984     6.049e-001  -86.216  4.087e-015    0.000  9.859e-001  110.744  1.926e-013    0.000  3.998e+001   93.119  5.027e-013    0.000
2.091    3.005     5.977e-001  -86.130  4.269e-015    0.000  8.135e-001  112.061  1.520e-013    0.000  4.026e+001   93.211  4.847e-013    0.000
2.077    3.026     5.906e-001  -86.043  4.303e-015    0.000  7.018e-001  115.619  1.542e-013    0.000  4.054e+001   93.306  4.448e-013    0.000
2.063    3.046     5.835e-001  -85.955  4.255e-015    0.000  6.388e-001  119.364  1.883e-013    0.000  4.082e+001   93.402  4.442e-013    0.000
2.049    3.067     5.765e-001  -85.866  4.164e-015    0.000  6.016e-001  122.326  2.411e-013    0.000  4.110e+001   93.501  5.066e-013    0.000
2.035    3.087     5.694e-001  -85.774  4.062e-015    0.000  5.737e-001  124.453  2.944e-013    0.000  4.138e+001   93.602  5.891e-013    0.000
2.022    3.108     5.624e-001  -85.682  3.979e-015    0.000  5.453e-001  125.934  3.291e-013    0.000  4.166e+001   93.704  6.342e-013    0.000
2.008    3.129     5.553e-001  -85.588  3.931e-015    0.000  5.133e-001  126.990  3.373e-013    0.000  4.194e+001   93.808  6.222e-013    0.000
1.995    3.149     5.483e-001  -85.493  3.912e-015    0.000  4.798e-001  127.794  3.267e-013    0.000  4.221e+001   93.914  5.773e-013    0.000
1.982    3.170     5.414e-001  -85.396  3.915e-015    0.000  4.466e-001  128.444  3.062e-013    0.000  4.248e+001   94.021  5.321e-013    0.000
1.969    3.190     5.344e-001  -85.299  3.930e-015    0.000  4.154e-001  128.984  2.841e-013    0.000  4.276e+001   94.130  5.144e-013    0.000
1.957    3.211     5.274e-001  -85.200  3.943e-015    0.000  3.878e-001  129.421  2.674e-013    0.000  4.303e+001   94.241  5.327e-013    0.000
1.944    3.232     5.205e-001  -85.101  3.943e-015    0.000  3.639e-001  129.751  2.585e-013    0.000  4.329e+001   94.354  5.719e-013    0.000
1.932    3.252     5.135e-001  -85.001  3.927e-015    0.000  3.430e-001  129.984  2.574e-013    0.000  4.356e+001   94.468  6.137e-013    0.000
1.920    3.273     5.066e-001  -84.900  3.895e-015    0.000  3.244e-001  130.134  2.649e-013    0.000  4.383e+001   94.584  6.467e-013    0.000
1.908    3.293     4.997e-001  -84.799  3.845e-015    0.000  3.072e-001  130.217  2.820e-013    0.000  4.409e+001   94.702  6.637e-013    0.000
1.896    3.314     4.927e-001  -84.698  3.780e-015    0.000  2.910e-001  130.248  3.099e-013    0.000  4.435e+001   94.820  6.607e-013    0.000
1.884    3.335     4.858e-001  -84.597  3.711e-015    0.000  2.755e-001  130.237  3.449e-013    0.000  4.460e+001   94.940  6.430e-013    0.000
1.873    3.355     4.789e-001  -84.496  3.652e-015    0.000  2.608e-001  130.186  3.804e-013    0.000  4.486e+001   95.060  6.205e-013    0.000
1.861    3.376     4.720e-001  -84.395  3.611e-015    0.000  2.469e-001  130.096  4.089e-013    0.000  4.511e+001   95.182  6.012e-013    0.000
1.850    3.396     4.651e-001  -84.295  3.591e-015    0.000  2.339e-001  129.969  4.230e-013    0.000  4.535e+001   95.304  5.913e-013    0.000
1.839    3.417     4.582e-001  -84.196  3.597e-015    0.000  2.218e-001  129.806  4.166e-013    0.000  4.560e+001   95.426  5.953e-013    0.000
1.828    3.438     4.514e-001  -84.097  3.625e-015    0.000  2.105e-001  129.611  3.940e-013    0.000  4.584e+001   95.549  6.112e-013    0.000
1.817    3.458     4.445e-001  -84.001  3.668e-015    0.000  1.999e-001  129.385  3.642e-013    0.000  4.608e+001   95.672  6.349e-013    0.000
1.806    3.479     4.376e-001  -83.906  3.707e-015    0.000  1.900e-001  129.132  3.366e-013    0.000  4.631e+001   95.795  6.620e-013    0.000
1.795    3.499     4.308e-001  -83.813  3.716e-015    0.000  1.807e-001  128.854  3.208e-013    0.000  4.654e+001   95.918  6.871e-013    0.000
1.785    3.520     4.239e-001  -83.723  3.677e-015    0.000  1.719e-001  128.553  3.241e-013    0.000  4.677e+001   96.040  7.057e-013    0.000
1.775    3.541     4.171e-001  -83.635  3.600e-015    0.000  1.635e-001  128.230  3.412e-013    0.000  4.700e+001   96.161  7.179e-013    0.000
1.764    3.561     4.103e-001  -83.550  3.501e-015    0.000  1.556e-001  127.887  3.630e-013    0.000  4.721e+001   96.281  7.248e-013    0.000
1.754    3.582     4.034e-001  -83.469  3.386e-015    0.000  1.481e-001  127.524  3.799e-013    0.000  4.743e+001   96.399  7.272e-013    0.000
1.744    3.603     3.967e-001  -83.392  3.252e-015    0.000  1.411e-001  127.142  3.815e-013    0.000  4.764e+001   96.516  7.262e-013    0.000
1.734    3.623     3.899e-001  -83.319  3.104e-015    0.000  1.344e-001  126.743  3.623e-013    0.000  4.785e+001   96.631  7.241e-013    0.000
1.724    3.644     3.831e-001  -83.251  2.971e-015    0.000  1.281e-001  126.328  3.314e-013    0.000  4.806e+001   96.744  7.235e-013    0.000
1.715    3.664     3.764e-001  -83.188  2.885e-015    0.000  1.221e-001  125.897  3.001e-013    0.000  4.826e+001   96.854  7.260e-013    0.000
1.705    3.685     3.697e-001  -83.130  2.860e-015    0.000  1.164e-001  125.451  2.798e-013    0.000  4.846e+001   96.961  7.312e-013    0.000
1.696    3.706     3.630e-001  -83.078  2.889e-015    0.000  1.110e-001  124.991  2.833e-013    0.000  4.865e+001   97.066  7.376e-013    0.000
1.686    3.726     3.564e-001  -83.033  2.953e-015    0.000  1.059e-001  124.518  3.184e-013    0.000  4.884e+001   97.166  7.435e-013    0.000
1.677    3.747     3.498e-001  -82.994  3.031e-015    0.000  1.011e-001  124.033  3.762e-013    0.000  4.903e+001   97.264  7.490e-013    0.000
1.668    3.767     3.432e-001  -82.963  3.110e-015    0.000  9.646e-002  123.535  4.422e-013    0.000  4.921e+001   97.357  7.550e-013    0.000
1.659    3.788     3.367e-001  -82.939  3.174e-015    0.000  9.208e-002  123.026  4.994e-013    0.000  4.940e+001   97.446  7.621e-013    0.000
1.650    3.809     3.302e-001  -82.923  3.204e-015    0.000  8.791e-002  122.505  5.304e-013    0.000  4.958e+001   97.530  7.709e-013    0.000
1.641    3.829     3.238e-001  -82.915  3.188e-015    0.000  8.394e-002  121.975  5.295e-013    0.000  4.975e+001   97.610  7.815e-013    0.000
1.632    3.850     3.174e-001  -82.916  3.131e-015    0.000  8.017e-002  121.435  5.059e-013    0.000  4.993e+001   97.685  7.930e-013    0.000
1.623    3.870     3.110e-001  -82.926  3.044e-015    0.000  7.658e-002  120.885  4.707e-013    0.000  5.011e+001   97.755  8.043e-013    0.000
1.615    3.891     3.048e-001  -82.944  2.933e-015    0.000  7.316e-002  120.327  4.356e-013    0.000  5.028e+001   97.820  8.137e-013    0.000
1.606    3.912     2.986e-001  -82.972  2.812e-015    0.000  6.991e-002  119.761  4.126e-013    0.000  5.046e+001   97.880  8.197e-013    0.000
1.598    3.932     2.924e-001  -83.010  2.691e-015    0.000  6.680e-002  119.186  4.058e-013    0.000  5.063e+001   97.934  8.223e-013    0.000
1.590    3.953     2.864e-001  -83.057  2.582e-015    0.000  6.385e-002  118.604  4.118e-013    0.000  5.081e+001   97.983  8.225e-013    0.000
1.581    3.973     2.804e-001  -83.113  2.494e-015    0.000  6.102e-002  118.014  4.264e-013    0.000  5.098e+001   98.027  8.220e-013    0.000
1.573    3.994     2.744e-001  -83.180  2.429e-015    0.000  5.833e-002  117.416  4.449e-013    0.000  5.116e+001   98.066  8.220e-013    0.000
1.565    4.015     2.686e-001  -83.256  2.388e-015    0.000  5.576e-002  116.809  4.632e-013    0.000  5.134e+001   98.100  8.240e-013    0.000
1.557    4.035     2.628e-001  -83.342  2.366e-015    0.000  5.331e-002  116.195  4.799e-013    0.000  5.153e+001   98.129  8.287e-013    0.000
1.549    4.056     2.571e-001  -83.437  2.357e-015    0.000  5.096e-002  115.576  4.951e-013    0.000  5.171e+001   98.153  8.368e-013    0.000
1.541    4.076     2.515e-001  -83.541  2.353e-015    0.000  4.873e-002  114.955  5.087e-013    0.000  5.191e+001   98.174  8.485e-013    0.000
1.534    4.097     2.460e-001  -83.653  2.347e-015    0.000  4.660e-002  114.333  5.204e-013    0.000  5.211e+001   98.191  8.637e-013    0.000
1.526    4.118     2.406e-001  -83.772  2.326e-015    0.000  4.456e-002  113.714  5.295e-013    0.000  5.231e+001   98.205  8.824e-013    0.000
1.518    4.138     2.353e-001  -83.900  2.291e-015    0.000  4.262e-002  113.092  5.361e-013    0.000  5.252e+001   98.216  9.037e-013    0.000
1.511    4.159     2.301e-001  -84.035  2.245e-015    0.000  4.076e-002  112.459  5.406e-013    0.000  5.274e+001   98.225  9.265e-013    0.000
1.503    4.179     2.249e-001  -84.180  2.190e-015    0.000  3.897e-002  111.804  5.437e-013    0.000  5.297e+001   98.232  9.501e-013    0.000
1.496    4.200     2.198e-001  -84.334  2.132e-015    0.000  3.725e-002  111.117  5.461e-013    0.000  5.320e+001   98.238  9.736e-013    0.000
-----------------------------------------------------------------------------------------------------------------------------------------------
