MOTIONS (ORIGIN OF INTERNAL CALCULATING COORDINATE, INTERPOLATE, ONLY RIDIG MODAL)
--------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
1.641    3.829     1.050e-016  1.495e-020  1.050e-016    0.000
1.632    3.850     1.776e-016 -5.894e-017  1.872e-016    0.000
1.623    3.870     2.255e-016 -1.179e-016  2.545e-016    0.000
1.615    3.891     2.392e-016 -1.637e-016  2.899e-016    0.000
1.606    3.912     2.100e-016 -1.843e-016  2.794e-016    0.000
1.598    3.932     1.417e-016 -1.776e-016  2.272e-016    0.000
1.590    3.953     4.863e-017 -1.494e-016  1.571e-016    0.000
1.581    3.973    -5.475e-017 -1.060e-016  1.193e-016    0.000
1.573    3.994    -1.543e-016 -5.335e-017  1.633e-016    0.000
1.565    4.015    -2.369e-016  2.787e-018  2.369e-016    0.000
1.557    4.035    -2.962e-016  5.685e-017  3.016e-016    0.000
1.549    4.056    -3.299e-016  1.036e-016  3.458e-016    0.000
1.541    4.076    -3.359e-016  1.382e-016  3.632e-016    0.000
1.534    4.097    -3.116e-016  1.560e-016  3.485e-016    0.000
1.526    4.118    -2.558e-016  1.538e-016  2.985e-016    0.000
1.518    4.138    -1.734e-016  1.345e-016  2.194e-016    0.000
1.511    4.159    -7.157e-017  1.034e-016  1.257e-016    0.000
1.503    4.179     4.250e-017  6.530e-017  7.792e-017    0.000
1.496    4.200     1.618e-016  2.478e-017  1.637e-016    0.000
--------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ                           P3   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100     1.000e+000  2.747e-003  1.000e+000    0.157
52.098   0.121     1.000e+000  3.267e-003  1.000e+000    0.187
44.497   0.141     1.001e+000  3.800e-003  1.001e+000    0.218
38.831   0.162     1.001e+000  4.341e-003  1.001e+000    0.248
34.445   0.182     1.001e+000  4.884e-003  1.001e+000    0.279
30.949   0.203     1.002e+000  5.425e-003  1.002e+000    0.310
28.098   0.224     1.002e+000  5.961e-003  1.002e+000    0.341
25.727   0.244     1.002e+000  6.494e-003  1.002e+000    0.371
23.726   0.265     1.003e+000  7.026e-003  1.003e+000    0.401
22.013   0.285     1.003e+000  7.559e-003  1.003e+000    0.432
20.531   0.306     1.004e+000  8.095e-003  1.004e+000    0.462
19.236   0.327     1.004e+000  8.635e-003  1.004e+000    0.493
18.095   0.347     1.005e+000  9.178e-003  1.005e+000    0.523
17.081   0.368     1.005e+000  9.725e-003  1.006e+000    0.554
16.175   0.388     1.006e+000  1.028e-002  1.006e+000    0.585
15.361   0.409     1.007e+000  1.083e-002  1.007e+000    0.616
14.624   0.430     1.008e+000  1.139e-002  1.008e+000    0.648
13.955   0.450     1.008e+000  1.196e-002  1.008e+000    0.679
13.344   0.471     1.009e+000  1.253e-002  1.009e+000    0.711
12.785   0.491     1.010e+000  1.311e-002  1.010e+000    0.743
12.270   0.512     1.011e+000  1.369e-002  1.011e+000    0.776
11.796   0.533     1.012e+000  1.428e-002  1.012e+000    0.809
11.357   0.553     1.013e+000  1.488e-002  1.013e+000    0.842
10.949   0.574     1.014e+000  1.549e-002  1.014e+000    0.875
10.569   0.594     1.015e+000  1.611e-002  1.015e+000    0.909
10.215   0.615     1.016e+000  1.674e-002  1.016e+000    0.944
9.884    0.636     1.017e+000  1.738e-002  1.018e+000    0.979
9.574    0.656     1.019e+000  1.804e-002  1.019e+000    1.014
9.283    0.677     1.020e+000  1.870e-002  1.020e+000    1.050
9.008    0.697     1.021e+000  1.938e-002  1.022e+000    1.087
8.750    0.718     1.023e+000  2.007e-002  1.023e+000    1.124
8.506    0.739     1.024e+000  2.077e-002  1.025e+000    1.162
8.275    0.759     1.026e+000  2.150e-002  1.026e+000    1.200
8.056    0.780     1.027e+000  2.223e-002  1.028e+000    1.240
7.849    0.801     1.029e+000  2.299e-002  1.029e+000    1.280
7.652    0.821     1.031e+000  2.377e-002  1.031e+000    1.321
7.465    0.842     1.033e+000  2.456e-002  1.033e+000    1.362
7.286    0.862     1.035e+000  2.538e-002  1.035e+000    1.405
7.116    0.883     1.037e+000  2.622e-002  1.037e+000    1.449
6.954    0.904     1.039e+000  2.708e-002  1.039e+000    1.493
6.799    0.924     1.041e+000  2.797e-002  1.041e+000    1.539
6.651    0.945     1.043e+000  2.888e-002  1.043e+000    1.586
6.509    0.965     1.045e+000  2.983e-002  1.046e+000    1.634
6.373    0.986     1.048e+000  3.080e-002  1.048e+000    1.684
6.242    1.007     1.050e+000  3.181e-002  1.051e+000    1.735
6.117    1.027     1.053e+000  3.285e-002  1.053e+000    1.787
5.997    1.048     1.056e+000  3.392e-002  1.056e+000    1.841
5.881    1.068     1.058e+000  3.504e-002  1.059e+000    1.896
5.770    1.089     1.061e+000  3.619e-002  1.062e+000    1.953
5.663    1.110     1.064e+000  3.739e-002  1.065e+000    2.012
5.560    1.130     1.067e+000  3.864e-002  1.068e+000    2.073
5.460    1.151     1.071e+000  3.994e-002  1.072e+000    2.136
5.364    1.171     1.074e+000  4.129e-002  1.075e+000    2.201
5.271    1.192     1.078e+000  4.269e-002  1.079e+000    2.268
5.182    1.213     1.081e+000  4.416e-002  1.082e+000    2.338
5.095    1.233     1.085e+000  4.569e-002  1.086e+000    2.411
5.011    1.254     1.089e+000  4.729e-002  1.090e+000    2.486
4.930    1.274     1.094e+000  4.896e-002  1.095e+000    2.564
4.852    1.295     1.098e+000  5.071e-002  1.099e+000    2.645
4.776    1.316     1.102e+000  5.255e-002  1.104e+000    2.729
4.702    1.336     1.107e+000  5.447e-002  1.109e+000    2.817
4.631    1.357     1.112e+000  5.650e-002  1.114e+000    2.908
4.562    1.377     1.117e+000  5.862e-002  1.119e+000    3.004
4.494    1.398     1.123e+000  6.086e-002  1.124e+000    3.103
4.429    1.419     1.128e+000  6.322e-002  1.130e+000    3.207
4.366    1.439     1.134e+000  6.571e-002  1.136e+000    3.316
4.304    1.460     1.140e+000  6.834e-002  1.142e+000    3.430
4.244    1.480     1.147e+000  7.111e-002  1.149e+000    3.549
4.186    1.501     1.153e+000  7.406e-002  1.156e+000    3.674
4.129    1.522     1.160e+000  7.718e-002  1.163e+000    3.806
4.074    1.542     1.168e+000  8.049e-002  1.170e+000    3.944
4.020    1.563     1.175e+000  8.400e-002  1.178e+000    4.089
3.968    1.583     1.183e+000  8.775e-002  1.186e+000    4.242
3.917    1.604     1.192e+000  9.174e-002  1.195e+000    4.403
3.867    1.625     1.200e+000  9.599e-002  1.204e+000    4.572
3.819    1.645     1.210e+000  1.005e-001  1.214e+000    4.752
3.772    1.666     1.219e+000  1.054e-001  1.224e+000    4.941
3.726    1.686     1.229e+000  1.106e-001  1.234e+000    5.142
3.681    1.707     1.240e+000  1.162e-001  1.245e+000    5.355
3.637    1.728     1.251e+000  1.222e-001  1.257e+000    5.580
3.594    1.748     1.263e+000  1.287e-001  1.269e+000    5.820
3.552    1.769     1.275e+000  1.357e-001  1.283e+000    6.074
3.511    1.789     1.288e+000  1.433e-001  1.296e+000    6.345
3.471    1.810     1.302e+000  1.515e-001  1.311e+000    6.635
3.432    1.831     1.317e+000  1.603e-001  1.326e+000    6.943
3.394    1.851     1.332e+000  1.700e-001  1.343e+000    7.273
3.357    1.872     1.348e+000  1.805e-001  1.360e+000    7.627
3.320    1.892     1.365e+000  1.919e-001  1.378e+000    8.005
3.284    1.913     1.383e+000  2.045e-001  1.398e+000    8.411
3.249    1.934     1.402e+000  2.182e-001  1.419e+000    8.848
3.215    1.954     1.422e+000  2.333e-001  1.441e+000    9.319
3.182    1.975     1.443e+000  2.499e-001  1.464e+000    9.828
3.149    1.995     1.465e+000  2.684e-001  1.490e+000   10.378
3.117    2.016     1.489e+000  2.888e-001  1.517e+000   10.976
3.085    2.037     1.514e+000  3.115e-001  1.546e+000   11.625
3.054    2.057     1.540e+000  3.367e-001  1.577e+000   12.330
3.024    2.078     1.568e+000  3.648e-001  1.610e+000   13.097
2.994    2.098     1.597e+000  3.961e-001  1.645e+000   13.931
2.965    2.119     1.627e+000  4.311e-001  1.683e+000   14.839
2.936    2.140     1.658e+000  4.704e-001  1.724e+000   15.836
2.908    2.160     1.691e+000  5.152e-001  1.768e+000   16.940
2.881    2.181     1.726e+000  5.664e-001  1.816e+000   18.170
2.854    2.202     1.761e+000  6.254e-001  1.869e+000   19.552
2.828    2.222     1.797e+000  6.937e-001  1.926e+000   21.107
2.802    2.243     1.832e+000  7.716e-001  1.988e+000   22.838
2.776    2.263     1.865e+000  8.592e-001  2.053e+000   24.737
2.751    2.284     1.893e+000  9.560e-001  2.121e+000   26.797
2.726    2.305     1.914e+000  1.061e+000  2.189e+000   29.002
2.702    2.325     1.928e+000  1.176e+000  2.258e+000   31.382
2.679    2.346     1.931e+000  1.307e+000  2.331e+000   34.091
2.655    2.366     1.918e+000  1.462e+000  2.412e+000   37.326
2.632    2.387     1.878e+000  1.651e+000  2.501e+000   41.314
2.610    2.408     1.793e+000  1.876e+000  2.595e+000   46.289
2.588    2.428     1.646e+000  2.118e+000  2.683e+000   52.156
2.566    2.449     1.441e+000  2.333e+000  2.742e+000   58.296
2.544    2.469     1.212e+000  2.486e+000  2.766e+000   64.006
2.523    2.490     1.004e+000  2.567e+000  2.757e+000   68.631
2.503    2.511     8.580e-001  2.588e+000  2.726e+000   71.657
2.482    2.531     7.392e-001  2.579e+000  2.683e+000   74.010
2.462    2.552     5.455e-001  2.565e+000  2.622e+000   77.994
2.443    2.572     1.992e-001  2.510e+000  2.518e+000   85.463
2.423    2.593    -2.582e-001  2.320e+000  2.335e+000   96.349
2.404    2.614    -6.436e-001  1.986e+000  2.087e+000  107.960
2.385    2.634    -8.315e-001  1.667e+000  1.863e+000  116.511
2.367    2.655    -8.896e-001  1.451e+000  1.702e+000  121.518
2.349    2.675    -8.860e-001  1.321e+000  1.591e+000  123.843
2.331    2.696    -8.367e-001  1.253e+000  1.507e+000  123.733
2.313    2.717    -7.126e-001  1.212e+000  1.406e+000  120.459
2.295    2.737    -5.118e-001  1.076e+000  1.192e+000  115.430
2.278    2.758    -4.513e-001  7.856e-001  9.060e-001  119.878
2.261    2.778    -5.703e-001  6.111e-001  8.359e-001  133.020
2.245    2.799    -6.593e-001  5.599e-001  8.650e-001  139.662
2.228    2.820    -6.887e-001  5.310e-001  8.696e-001  142.364
2.212    2.840    -6.805e-001  4.877e-001  8.372e-001  144.372
2.196    2.861    -6.318e-001  4.075e-001  7.518e-001  147.181
2.181    2.881    -4.720e-001  2.341e-001  5.268e-001  153.619
2.165    2.902     3.965e-001  9.743e-003  3.966e-001    1.408
2.150    2.923     2.224e-001  1.770e+000  1.784e+000   82.835
2.135    2.943    -3.906e-001  1.384e+000  1.438e+000  105.762
2.120    2.964    -3.981e-001  1.136e+000  1.204e+000  109.316
2.105    2.984    -3.278e-001  9.483e-001  1.003e+000  109.071
2.091    3.005    -2.825e-001  7.787e-001  8.284e-001  109.939
2.077    3.026    -2.825e-001  6.555e-001  7.138e-001  113.316
2.063    3.046    -2.961e-001  5.770e-001  6.485e-001  117.170
2.049    3.067    -3.082e-001  5.259e-001  6.096e-001  120.371
2.035    3.087    -3.138e-001  4.883e-001  5.804e-001  122.725
2.022    3.108    -3.109e-001  4.549e-001  5.510e-001  124.351
2.008    3.129    -3.007e-001  4.221e-001  5.183e-001  125.464
1.995    3.149    -2.864e-001  3.904e-001  4.842e-001  126.270
1.982    3.170    -2.704e-001  3.603e-001  4.505e-001  126.887
1.969    3.190    -2.543e-001  3.329e-001  4.189e-001  127.378
1.957    3.211    -2.394e-001  3.090e-001  3.909e-001  127.770
1.944    3.232    -2.262e-001  2.888e-001  3.668e-001  128.066
1.932    3.252    -2.141e-001  2.714e-001  3.457e-001  128.272
1.920    3.273    -2.030e-001  2.561e-001  3.268e-001  128.398
1.908    3.293    -1.924e-001  2.423e-001  3.094e-001  128.454
1.896    3.314    -1.822e-001  2.295e-001  2.930e-001  128.451
1.884    3.335    -1.723e-001  2.174e-001  2.774e-001  128.397
1.873    3.355    -1.627e-001  2.061e-001  2.626e-001  128.296
1.861    3.376    -1.536e-001  1.955e-001  2.486e-001  128.150
1.850    3.396    -1.449e-001  1.857e-001  2.355e-001  127.963
1.839    3.417    -1.366e-001  1.766e-001  2.233e-001  127.737
1.828    3.438    -1.289e-001  1.681e-001  2.119e-001  127.476
1.817    3.458    -1.216e-001  1.603e-001  2.012e-001  127.182
1.806    3.479    -1.147e-001  1.530e-001  1.913e-001  126.857
1.795    3.499    -1.082e-001  1.462e-001  1.819e-001  126.502
1.785    3.520    -1.020e-001  1.397e-001  1.730e-001  126.120
1.775    3.541    -9.609e-002  1.337e-001  1.646e-001  125.712
1.764    3.561    -9.049e-002  1.279e-001  1.567e-001  125.278
1.754    3.582    -8.518e-002  1.225e-001  1.492e-001  124.820
1.744    3.603    -8.015e-002  1.173e-001  1.421e-001  124.338
1.734    3.623    -7.539e-002  1.125e-001  1.354e-001  123.835
1.724    3.644    -7.088e-002  1.079e-001  1.291e-001  123.310
1.715    3.664    -6.660e-002  1.035e-001  1.231e-001  122.764
1.705    3.685    -6.255e-002  9.933e-002  1.174e-001  122.199
1.696    3.706    -5.871e-002  9.538e-002  1.120e-001  121.614
1.686    3.726    -5.507e-002  9.161e-002  1.069e-001  121.010
1.677    3.747    -5.162e-002  8.802e-002  1.020e-001  120.388
1.668    3.767    -4.835e-002  8.460e-002  9.744e-002  119.748
1.659    3.788    -4.525e-002  8.133e-002  9.307e-002  119.090
1.650    3.809    -4.231e-002  7.821e-002  8.892e-002  118.415
1.641    3.829    -3.953e-002  7.522e-002  8.497e-002  117.723
1.632    3.850    -3.689e-002  7.236e-002  8.122e-002  117.015
1.623    3.870    -3.440e-002  6.963e-002  7.766e-002  116.291
1.615    3.891    -3.203e-002  6.701e-002  7.427e-002  115.552
1.606    3.912    -2.980e-002  6.449e-002  7.104e-002  114.797
1.598    3.932    -2.768e-002  6.208e-002  6.798e-002  114.028
1.590    3.953    -2.567e-002  5.977e-002  6.505e-002  113.245
1.581    3.973    -2.378e-002  5.755e-002  6.227e-002  112.445
1.573    3.994    -2.198e-002  5.542e-002  5.962e-002  111.631
1.565    4.015    -2.027e-002  5.337e-002  5.709e-002  110.800
1.557    4.035    -1.866e-002  5.140e-002  5.469e-002  109.955
1.549    4.056    -1.714e-002  4.951e-002  5.239e-002  109.098
1.541    4.076    -1.571e-002  4.769e-002  5.021e-002  108.232
1.534    4.097    -1.436e-002  4.594e-002  4.813e-002  107.359
1.526    4.118    -1.309e-002  4.426e-002  4.615e-002  106.482
1.518    4.138    -1.190e-002  4.264e-002  4.427e-002  105.596
1.511    4.159    -1.077e-002  4.107e-002  4.246e-002  104.691
1.503    4.179    -9.688e-003  3.957e-002  4.074e-002  103.757
1.496    4.200    -8.648e-003  3.811e-002  3.908e-002  102.784
--------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ                           P4   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100    -3.569e-015 -5.719e-018  3.570e-015    0.000
52.098   0.121    -3.198e-015 -5.188e-018  3.198e-015    0.000
44.497   0.141    -2.865e-015 -4.633e-018  2.865e-015    0.000
38.831   0.162    -2.606e-015 -4.147e-018  2.606e-015    0.000
34.445   0.182    -2.457e-015 -3.849e-018  2.457e-015    0.000
30.949   0.203    -2.454e-015 -3.881e-018  2.454e-015    0.000
28.098   0.224    -2.589e-015 -4.310e-018  2.589e-015    0.000
25.727   0.244    -2.739e-015 -4.943e-018  2.739e-015    0.000
23.726   0.265    -2.766e-015 -5.492e-018  2.766e-015    0.000
22.013   0.285    -2.532e-015 -5.618e-018  2.532e-015    0.000
20.531   0.306    -1.902e-015 -4.935e-018  1.902e-015    0.000
19.236   0.327    -8.943e-016 -3.523e-018  8.943e-016    0.000
18.095   0.347     2.127e-016 -2.364e-018  2.128e-016    0.000
17.081   0.368     1.116e-015 -2.623e-018  1.116e-015    0.000
16.175   0.388     1.514e-015 -5.557e-018  1.514e-015    0.000
15.361   0.409     1.115e-015 -1.246e-017  1.115e-015    0.000
14.624   0.430    -6.220e-017 -2.313e-017  6.636e-017    0.000
13.955   0.450    -1.643e-015 -3.548e-017  1.644e-015    0.000
13.344   0.471    -3.233e-015 -4.713e-017  3.233e-015    0.000
12.785   0.491    -4.437e-015 -5.559e-017  4.437e-015    0.000
12.270   0.512    -4.884e-015 -5.830e-017  4.884e-015    0.000
11.796   0.533    -4.535e-015 -5.422e-017  4.536e-015    0.000
11.357   0.553    -3.621e-015 -4.364e-017  3.621e-015    0.000
10.949   0.574    -2.375e-015 -2.692e-017  2.376e-015    0.000
10.569   0.594    -1.035e-015 -4.448e-018  1.035e-015    0.000
10.215   0.615     1.802e-016  2.308e-017  1.817e-016    0.000
9.884    0.636     1.167e-015  5.247e-017  1.168e-015    0.000
9.574    0.656     1.886e-015  7.897e-017  1.888e-015    0.000
9.283    0.677     2.300e-015  9.751e-017  2.302e-015    0.000
9.008    0.697     2.369e-015  1.027e-016  2.371e-015    0.000
8.750    0.718     2.068e-015  9.030e-017  2.070e-015    0.000
8.506    0.739     1.464e-015  6.461e-017  1.466e-015    0.000
8.275    0.759     6.590e-016  3.345e-017  6.599e-016    0.000
8.056    0.780    -2.447e-016  5.143e-018  2.447e-016    0.000
7.849    0.801    -1.143e-015 -1.139e-017  1.143e-015    0.000
7.652    0.821    -1.932e-015 -9.722e-018  1.933e-015    0.000
7.465    0.842    -2.521e-015  5.553e-018  2.521e-015    0.000
7.286    0.862    -2.821e-015  2.681e-017  2.821e-015    0.000
7.116    0.883    -2.743e-015  4.592e-017  2.743e-015    0.000
6.954    0.904    -2.203e-015  5.422e-017  2.204e-015    0.000
6.799    0.924    -1.211e-015  4.634e-017  1.212e-015    0.000
6.651    0.945     1.057e-018  2.601e-017  2.603e-017    0.000
6.509    0.965     1.166e-015 -1.535e-018  1.166e-015    0.000
6.373    0.986     2.018e-015 -3.085e-017  2.018e-015    0.000
6.242    1.007     2.298e-015 -5.629e-017  2.299e-015    0.000
6.117    1.027     1.933e-015 -7.483e-017  1.934e-015    0.000
5.997    1.048     1.153e-015 -8.768e-017  1.156e-015    0.000
5.881    1.068     2.141e-016 -9.604e-017  2.346e-016    0.000
5.770    1.089    -6.265e-016 -1.006e-016  6.345e-016    0.000
5.663    1.110    -1.119e-015 -1.018e-016  1.124e-015    0.000
5.560    1.130    -1.173e-015 -9.928e-017  1.177e-015    0.000
5.460    1.151    -8.679e-016 -9.316e-017  8.728e-016    0.000
5.364    1.171    -2.947e-016 -8.433e-017  3.065e-016    0.000
5.271    1.192     4.571e-016 -7.456e-017  4.632e-016    0.000
5.182    1.213     1.299e-015 -6.626e-017  1.300e-015    0.000
5.095    1.233     2.151e-015 -5.911e-017  2.152e-015    0.000
5.011    1.254     2.944e-015 -4.974e-017  2.945e-015    0.000
4.930    1.274     3.608e-015 -3.377e-017  3.608e-015    0.000
4.852    1.295     4.071e-015 -5.808e-018  4.071e-015    0.000
4.776    1.316     4.272e-015  3.917e-017  4.272e-015    0.000
4.702    1.336     4.200e-015  9.480e-017  4.201e-015    0.000
4.631    1.357     3.868e-015  1.478e-016  3.871e-015    0.000
4.562    1.377     3.289e-015  1.837e-016  3.294e-015    0.000
4.494    1.398     2.471e-015  1.865e-016  2.478e-015    0.000
4.429    1.419     1.448e-015  1.430e-016  1.455e-015    0.000
4.366    1.439     4.063e-016  6.104e-017  4.109e-016    0.000
4.304    1.460    -4.134e-016 -4.338e-017  4.157e-016    0.000
4.244    1.480    -7.641e-016 -1.529e-016  7.793e-016    0.000
4.186    1.501    -3.928e-016 -2.485e-016  4.649e-016    0.000
4.129    1.522     8.147e-016 -3.127e-016  8.727e-016    0.000
4.074    1.542     2.472e-015 -3.365e-016  2.494e-015    0.000
4.020    1.563     4.076e-015 -3.131e-016  4.088e-015    0.000
3.968    1.583     5.118e-015 -2.361e-016  5.123e-015    0.000
3.917    1.604     5.081e-015 -9.954e-017  5.082e-015    0.000
3.867    1.625     3.738e-015  9.107e-017  3.739e-015    0.000
3.819    1.645     1.542e-015  3.038e-016  1.571e-015    0.000
3.772    1.666    -9.585e-016  5.024e-016  1.082e-015    0.000
3.726    1.686    -3.206e-015  6.493e-016  3.271e-015    0.000
3.681    1.707    -4.643e-015  7.063e-016  4.696e-015    0.000
3.637    1.728    -5.037e-015  6.606e-016  5.080e-015    0.000
3.594    1.748    -4.658e-015  5.400e-016  4.689e-015    0.000
3.552    1.769    -3.825e-015  3.761e-016  3.843e-015    0.000
3.511    1.789    -2.856e-015  2.010e-016  2.863e-015    0.000
3.471    1.810    -2.069e-015  4.629e-017  2.070e-015    0.000
3.432    1.831    -1.573e-015 -7.082e-017  1.575e-015    0.000
3.394    1.851    -1.260e-015 -1.479e-016  1.268e-015    0.000
3.357    1.872    -1.006e-015 -1.809e-016  1.022e-015    0.000
3.320    1.892    -6.830e-016 -1.637e-016  7.023e-016    0.000
3.284    1.913    -1.691e-016 -8.829e-017  1.908e-016    0.000
3.249    1.934     4.853e-016  3.215e-017  4.863e-016    0.000
3.215    1.954     1.098e-015  1.657e-016  1.111e-015    0.000
3.182    1.975     1.473e-015  2.743e-016  1.498e-015    0.000
3.149    1.995     1.396e-015  3.131e-016  1.430e-015    0.000
3.117    2.016     6.823e-016  2.364e-016  7.221e-016    0.000
3.085    2.037    -5.154e-016  5.845e-017  5.187e-016    0.000
3.054    2.057    -1.869e-015 -1.705e-016  1.877e-015    0.000
3.024    2.078    -3.030e-015 -3.903e-016  3.055e-015    0.000
2.994    2.098    -3.629e-015 -5.284e-016  3.668e-015    0.000
